"Serial Number","Issued DN","Import Date","Effective Date","Expiration Date","Issued CN","owner","Valid","comments"
"5E00019E11BE2E082854ADFA9D000000019E11","CN=ecs.ci009.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T10:21:52.4430000","2026-06-05T10:11:52.0000000","2027-06-30T10:11:52.0000000","ecs.ci009.kroger.com","Rohith","Yes",""
"5E00019E0EA559923AB46D833E000000019E0E","CN=ecs.ci009.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-05T10:20:54.0430000","2026-06-05T10:10:53.0000000","2027-06-30T10:10:53.0000000","ecs.ci009.kroger.com","Rohith","Yes",""
"5E00019D4A9AB77DA59C5F7B85000000019D4A","CN=ecs.ci009h.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-29T19:59:06.4970000","2026-05-29T19:49:05.0000000","2027-06-23T19:49:05.0000000","ecs.ci009h.kroger.com","Rohith","Yes",""
"5E00019D83935DEAE2EECD0106000000019D83","CN=ecs.ci020.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-06-02T10:57:43.9830000","2026-06-02T10:47:43.0000000","2027-06-27T10:47:43.0000000","ecs.ci020.kroger.com","Rohith","Yes",""
"7D000005E5E15913194E7E01E40000000005E5","E=SATInStoreCloud@kroger.com,CN=ecs.ci020.kroger.com,OU=INF-InStoreCloud,O=The Kroger Co.,L=Cincinnati,ST=OH,C=US","2024-10-03T19:28:40.5970000","2024-10-03T19:18:40.0000000","2025-10-28T19:18:40.0000000","ecs.ci020.kroger.com","Rohith","NO",""
"7D000006646581C0DB3BC18A63000000000664","E=SATInStoreCloud@kroger.com,CN=ecs.ci020.kroger.com,OU=INF-InStoreCloud,O=The Kroger Co.,L=Cincinnati,ST=OH,C=US","2024-10-23T20:51:41.6470000","2024-10-23T20:41:41.0000000","2025-11-17T20:41:41.0000000","ecs.ci020.kroger.com","Rohith","NO",""
"5E000003E7F257E2E463CFFCF30000000003E7","CN=ecs.ci021.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-05-22T14:36:08.7630000","2025-05-22T14:26:08.0000000","2026-06-16T14:26:08.0000000","ecs.ci021.kroger.com","Rohith","NO",""
"5E000003E878C9B335CBE0C6CC0000000003E8","CN=ecs.ci021.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-05-22T14:36:27.1170000","2025-05-22T14:26:27.0000000","2026-06-16T14:26:27.0000000","ecs.ci021.kroger.com","Rohith","NO",""
"5E000003E9338C30A32B06DEFB0000000003E9","CN=ecs.ci021.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-05-22T14:38:59.3770000","2025-05-22T14:28:59.0000000","2026-06-16T14:28:59.0000000","ecs.ci021.kroger.com","Rohith","NO",""
"5E00013FE9F9489F9E6A2215A0000000013FE9","CN=ecs.ci021.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-15T11:01:20.9030000","2025-10-15T10:51:19.0000000","2026-11-09T10:51:19.0000000","ecs.ci021.kroger.com","Rohith","Yes",""
"5E00013FF4FF5028C0A0AB25AE000000013FF4","CN=ecs.ci022.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-17T13:35:41.6270000","2025-10-17T13:25:37.0000000","2026-11-11T13:25:37.0000000","ecs.ci022.kroger.com","Rohith","Yes",""
"7D0000071AB058132AA593A35E00000000071A","E=SATInStoreCloud@kroger.com,CN=ecs.ci022.kroger.com,OU=INF-InStoreCloud,O=The Kroger Co.,L=Cincinnati,ST=OH,C=US","2024-11-21T16:47:22.2830000","2024-11-21T16:37:22.0000000","2025-12-16T16:37:22.0000000","ecs.ci022.kroger.com","Rohith","NO",""
"5E00016C4F3C38BA00A608826B000000016C4F","CN=ecs.ci705.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-02-26T11:12:39.6730000","2026-02-26T11:02:39.0000000","2027-03-23T11:02:39.0000000","ecs.ci705.kroger.com","Rohith","Yes",""
"5E00000F26C9311BDF02488EDD000000000F26","CN=ecs.ci921.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T07:18:25.5700000","2025-06-20T07:08:21.0000000","2026-07-15T07:08:21.0000000","ecs.ci921.kroger.com","Rohith","NO",""
"5E00001CEB13BAB8136AD60D28000000001CEB","CN=ecs.ci921.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-08-12T03:14:21.5200000","2025-08-12T03:04:20.0000000","2026-09-06T03:04:20.0000000","ecs.ci921.kroger.com","Rohith","Yes",""
"5E00001CEF35E2833B0D544B18000000001CEF","CN=ecs.ci921.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-08-12T03:41:49.2400000","2025-08-12T03:31:48.0000000","2026-09-06T03:31:48.0000000","ecs.ci921.kroger.com","Rohith","Yes",""
"5E000159A2F91B65057842281B0000000159A2","CN=ecs.ci971.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-12-08T12:17:47.0130000","2025-12-08T12:07:45.0000000","2027-01-02T12:07:45.0000000","ecs.ci971.kroger.com","Rohith","Yes",""
"5E0001848FAF193442BC2AA93800000001848F","CN=ecs.di003.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-17T10:10:01.6300000","2026-04-17T10:00:00.0000000","2027-05-12T10:00:00.0000000","ecs.di003.kroger.com","Rohith","Yes",""
"5E0001790701FC53425DF7FBBC000000017907","CN=ecs.di008.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-09T23:02:37.7770000","2026-04-09T22:52:36.0000000","2027-05-04T22:52:36.0000000","ecs.di008.kroger.com","Rohith","Yes",""
"5E0001791EF3D933A6B3A58C2C00000001791E","CN=ecs.di009.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-10T19:24:26.7400000","2026-04-10T19:14:25.0000000","2027-05-05T19:14:25.0000000","ecs.di009.kroger.com","Rohith","Yes",""
"5E000178F3C06F93042D0C108B0000000178F3","CN=ecs.di032.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-09T18:03:21.5270000","2026-04-09T17:53:20.0000000","2027-05-04T17:53:20.0000000","ecs.di032.kroger.com","Rohith","Yes",""
"5E00019CDDF442C21B060426F4000000019CDD","CN=ecs.di039.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-24T11:17:38.5530000","2026-05-24T11:07:37.0000000","2027-06-18T11:07:37.0000000","ecs.di039.kroger.com","Rohith","Yes",""
"5E000177BD0A46254CDAE397C30000000177BD","CN=ecs.di057.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-06T00:51:42.1470000","2026-04-06T00:41:40.0000000","2027-05-01T00:41:40.0000000","ecs.di057.kroger.com","Rohith","Yes",""
"5E000141A4CC1D6ADBF24F8BEB0000000141A4","CN=ecs.fl300.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-24T07:48:32.3570000","2025-10-24T07:38:32.0000000","2026-11-18T07:38:32.0000000","ecs.fl300.kroger.com","Vikrant","Yes",""
"5E000141B21897F47D7D35F26F0000000141B2","CN=ecs.fl301.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-27T07:15:43.3100000","2025-10-27T07:05:43.0000000","2026-11-21T07:05:43.0000000","ecs.fl301.kroger.com","Vikrant","Yes",""
"5E00014261AFFFC8014918CD6B000000014261","CN=ecs.fl302.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-28T11:49:59.3200000","2025-10-28T11:39:58.0000000","2026-11-22T11:39:58.0000000","ecs.fl302.kroger.com","Vikrant","Yes",""
"5E000142663D5B3D5F1B5CBBFD000000014266","CN=ecs.fl303.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-28T13:31:37.0230000","2025-10-28T13:21:36.0000000","2026-11-22T13:21:36.0000000","ecs.fl303.kroger.com","Vikrant","Yes",""
"5E000185ADEC98EA4205A7782F0000000185AD","CN=ecs.fl305.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-03T20:09:06.8300000","2026-05-03T19:59:05.0000000","2027-05-28T19:59:05.0000000","ecs.fl305.kroger.com","Vikrant","Yes",""
"5E00019A096FCFC2F5551CB17A000000019A09","CN=ecs.fl308.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-14T12:11:50.2430000","2026-05-14T12:01:47.0000000","2027-06-08T12:01:47.0000000","ecs.fl308.kroger.com","Vikrant","Yes",""
"5E000185EE3CC2E38B87BF9E630000000185EE","CN=ecs.fl311.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-09T12:29:46.2270000","2026-05-09T12:19:44.0000000","2027-06-03T12:19:44.0000000","ecs.fl311.kroger.com","Vikrant","Yes",""
"5E000003FD2FDD64D48C9CE5730000000003FD","CN=ecs.fl312.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-05-29T18:28:01.1970000","2025-05-29T18:17:56.0000000","2026-06-23T18:17:56.0000000","ecs.fl312.kroger.com","Vikrant","Yes",""
"5E000185AC681C9427F2FB276E0000000185AC","CN=ecs.fl318.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-03T20:02:54.7400000","2026-05-03T19:52:53.0000000","2027-05-28T19:52:53.0000000","ecs.fl318.kroger.com","Vikrant","Yes",""
"5E000184B01A925EF48088ED510000000184B0","CN=ecs.fl319.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-19T18:45:44.7000000","2026-04-19T18:35:41.0000000","2027-05-14T18:35:41.0000000","ecs.fl319.kroger.com","Vikrant","Yes",""
"5E00019A3171936006FC0DB12D000000019A31","CN=ecs.fl329.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-16T12:06:19.0930000","2026-05-16T11:56:18.0000000","2027-06-10T11:56:18.0000000","ecs.fl329.kroger.com","Vikrant","Yes",""
"5E0001858F0F74D01F0ECDB7B200000001858F","CN=ecs.fl345.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-01T14:45:29.0830000","2026-05-01T14:35:27.0000000","2027-05-26T14:35:27.0000000","ecs.fl345.kroger.com","Vikrant","Yes",""
"5E00018DAB3A99D069BC018B78000000018DAB","CN=ecs.fl346.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-11T06:56:55.4200000","2026-05-11T06:46:52.0000000","2027-06-05T06:46:52.0000000","ecs.fl346.kroger.com","Vikrant","NO",""
"5E00018E05D3BC95E19B054768000000018E05","CN=ecs.fl346.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-11T06:57:07.2870000","2026-05-11T06:47:07.0000000","2027-06-05T06:47:07.0000000","ecs.fl346.kroger.com","Vikrant","Yes",""
"5E0001859EBB497F2C7268670C00000001859E","CN=ecs.fl347.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-02T08:42:59.5300000","2026-05-02T08:32:57.0000000","2027-05-27T08:32:57.0000000","ecs.fl347.kroger.com","Vikrant","Yes",""
"5E00000F9692776C2C9C5073E4000000000F96","CN=ecs.fl349.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-24T22:57:08.1570000","2025-06-24T22:47:07.0000000","2026-07-19T22:47:07.0000000","ecs.fl349.kroger.com","Vikrant","NO",""
"5E00001B2DCE8D11470A57816C000000001B2D","CN=ecs.fl349.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-08-01T12:55:03.5600000","2025-08-01T12:45:01.0000000","2026-08-26T12:45:01.0000000","ecs.fl349.kroger.com","Vikrant","Yes",""
"5E00019A2CFA7E77356A0C467C000000019A2C","CN=ecs.fl374.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-15T15:48:52.8230000","2026-05-15T15:38:51.0000000","2027-06-09T15:38:51.0000000","ecs.fl374.kroger.com","Vikrant","Yes",""
"5E000185F464132CA93155715B0000000185F4","CN=ecs.fl385.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-10T09:00:26.1500000","2026-05-10T08:50:25.0000000","2027-06-04T08:50:25.0000000","ecs.fl385.kroger.com","Vikrant","Yes",""
"5E000185A13751BD3BBB070A970000000185A1","CN=ecs.fl386.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-02T10:39:49.9900000","2026-05-02T10:29:49.0000000","2027-05-27T10:29:49.0000000","ecs.fl386.kroger.com","Vikrant","Yes",""
"5E00019A274E57A8F3EFCB946F000000019A27","CN=ecs.fl389.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-15T08:03:51.3970000","2026-05-15T07:53:47.0000000","2027-06-09T07:53:47.0000000","ecs.fl389.kroger.com","Vikrant","Yes",""
"5E000184B18D8EF5DA6E70559D0000000184B1","CN=ecs.fl397.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-19T21:52:15.9030000","2026-04-19T21:42:14.0000000","2027-05-14T21:42:14.0000000","ecs.fl397.kroger.com","Vikrant","Yes",""
"5E000185F3F05DB72367B792B10000000185F3","CN=ecs.fl398.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-10T08:16:16.7800000","2026-05-10T08:06:15.0000000","2027-06-04T08:06:15.0000000","ecs.fl398.kroger.com","Vikrant","Yes",""
"5E000185ABF930F81D5B74D29A0000000185AB","CN=ecs.fl517.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-03T19:31:08.1270000","2026-05-03T19:21:04.0000000","2027-05-28T19:21:04.0000000","ecs.fl517.kroger.com","Vikrant","Yes",""
"5E000141A236A09EA36D4C33E50000000141A2","CN=ecs.fl551.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-10-24T06:37:00.2370000","2025-10-24T06:26:56.0000000","2026-11-18T06:26:56.0000000","ecs.fl551.kroger.com","Vikrant","Yes",""
"5E0001859314E4AE867B1682E8000000018593","CN=ecs.fl765.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-05-01T16:20:59.6000000","2026-05-01T16:10:58.0000000","2027-05-26T16:10:58.0000000","ecs.fl765.kroger.com","Vikrant","Yes",""
"5E000184911CD70164BE4E41B9000000018491","CN=ecs.fl774.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-17T12:13:52.7070000","2026-04-17T12:03:51.0000000","2027-05-12T12:03:51.0000000","ecs.fl774.kroger.com","Vikrant","Yes",""
"5E000184A96306173F47B3CD8B0000000184A9","CN=ecs.fl781.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-18T08:43:41.1300000","2026-04-18T08:33:39.0000000","2027-05-13T08:33:39.0000000","ecs.fl781.kroger.com","Vikrant","Yes",""
"5E000184AB48290A6A8194CB020000000184AB","CN=ecs.fl782.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-04-19T03:22:50.5270000","2026-04-19T03:12:47.0000000","2027-05-14T03:12:47.0000000","ecs.fl782.kroger.com","Vikrant","Yes",""
"5E00016A419577F536E5228830000000016A41","CN=ecs.fm460.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2026-01-09T18:07:39.1600000","2026-01-09T17:57:38.0000000","2027-02-03T17:57:38.0000000","ecs.fm460.kroger.com","Vikrant","Yes",""
"5E00000F2ACACEE775EEB66E63000000000F2A","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T08:37:19.0400000","2025-06-20T08:27:18.0000000","2026-07-15T08:27:18.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F2B2C2735E2B12289B1000000000F2B","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:13:32.4570000","2025-06-20T10:03:30.0000000","2026-07-15T10:03:30.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F31DDB254868A184B7E000000000F31","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:23:40.4330000","2025-06-20T10:13:39.0000000","2026-07-15T10:13:39.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
"5E00000F328EFA3B750C511E80000000000F32","CN=ecs.lo001.kroger.com,OU=Kroger Technology & Digital,O=The Kroger Co.,L=Cincinnati,ST=Ohio,C=US","2025-06-20T10:24:20.0430000","2025-06-20T10:14:19.0000000","2026-07-15T10:14:19.0000000","ecs.lo001.kroger.com","Vikrant","NO",""
